word,hook_kind,hook_text
Quandary,sound_spelling,Wandering - wandering lost because you are stuck in painful uncertainty.
Quell,sound_spelling,Quiet well - force quiets the riot well.
Querulous,sound_spelling,Quarrel - whining and always ready to pick a petty quarrel.
Quixotic,etymology_story,Don Quixote charged windmills as giants - idealistic but impractical.
Quotidian,sound_spelling,Quota - same boring daily quota; ordinary everyday life.
Rail,sound_spelling,Derail - ranting so hard you try to derail the meeting.
Rancid,,
Rancor,sound_spelling,Rank core - bitter hatred sitting in the core of your heart.
Rapport,,
Rash,,
Raucous,sound_spelling,Ruckus - a loud chaotic crowd making a ruckus.
Raze,sound_spelling,Razor - bulldozing a building down as if shaved by a razor.
Rebuke,,
Recalcitrant,morphology,"""re-"" (back) + ""calcitrare"" (kick) = kicking back; stubbornly disobedient."
Recapitulate,morphology,"""re-"" (again) + ""capit"" (head) = revisit the main heads or points in summary."
Reciprocate,,
Reclusive,morphology,"""re-"" (back) + ""clus"" (shut) = shut away from the world; withdrawn."
Reconcile,,
Rectitude,morphology,"""rect"" (straight/right) = upright, morally straight behavior."
Redoubtable,sound_spelling,Doubt - an opponent so intimidating you doubt you can win.
Refract,,
Refurbish,,
Refute,,
Regurgitate,,
Relegate,sound_spelling,"Relocate - moved down to a lower, less important rank or role."
Relish,sound_spelling,Hot dog relish - savoring a moment the way you savor relish on a hot dog.
Remedial,,
Remiss,sound_spelling,Miss - careless with duty so you miss the deadline entirely.
Renovate,,
Renown,,
Renunciation,morphology,"""re-"" (back) + ""nuntiare"" (announce) = announce you formally renounce a claim."
Repentant,,
Replete,morphology,"""re-"" (again) + ""plere"" (fill) = filled back up to maximum capacity."
Repose,sound_spelling,Pose - lying still in a calm resting pose.
Reprehensible,sound_spelling,Apprehend - behavior so bad the police should apprehend you.
Reprieve,,
Reproach,sound_spelling,Roach - scolding the owner for a roach in the kitchen.
Reprobate,sound_spelling,Probation - a scoundrel who failed probation and slid back to trouble.
Reprove,sound_spelling,Prove - scolding someone until they prove they will not repeat it.
Repudiate,sound_spelling,Refuse it - reject a claim and refuse it as false.
Repulse,morphology,"""re-"" (back) + ""puls"" (drive) = drive an attack or feeling back."
Reputable,,
Requisition,,
Rescind,sound_spelling,Send back - cancel an order and send it entirely back.
Reservoir,,
Resilient,morphology,"""re-"" (back) + ""salire"" (jump) = bounce back after a hard hit."
Resolute,sound_spelling,Resolution - a firm resolution you refuse to break.
Resolve,,
Respite,sound_spelling,Rest bit - a badly needed rest bit during an exhausting hike.
Resplendent,sound_spelling,Splendid - shining so bright it looks splendid.
Restitution,sound_spelling,Restore - paying or working to restore what was stolen or broken.
Restive,sound_spelling,"Restless - a horse tense and restless, unable to stand still."
Retract,morphology,"""re-"" (back) + ""tract"" (pull) = formally pull back a false statement."
Revel,sound_spelling,Rebel - the rebel parties all night after a wild win.
Revere,sound_spelling,"Reverend - deep respectful awe, like toward a reverend."
Revoke,morphology,"""re-"" (back) + ""voc"" (call) = call a license back and cancel it."
Rhapsodize,sound_spelling,Rap song - praising or ranting with the heat of a passionate rap.
Ribald,sound_spelling,"Rip bawd - coarse, lewd humor ripped from the tavern; indecent and deliberately shocking."
Rife,sound_spelling,Rifle - an area rife with rifles; common and dangerous.
Ruminate,etymology_story,Latin ruminare (chew the cud) - chew the same thought over and over.
Ruse,sound_spelling,Confuse - a trick meant to confuse the enemy.
Saccharine,sound_spelling,Saccharin - sweetness as fake as the sweetener; cloying and artificial.
Sacrosanct,morphology,"""sacro"" (sacred) + ""sanct"" (holy) = doubly sacred; not to be violated."
Sagacity,sound_spelling,Sage - the deep judgment of a wise sage.
Salient,sound_spelling,Sail - the main sail is the most salient feature on the boat.
Salutation,,
Salve,sound_spelling,Solve - ointment that soothes a burn and solves the worst of the sting.
Sanctimonious,morphology,"""sanct"" (holy) = acting holier-than-thou to claim moral high ground."
Sanguine,etymology_story,Latin sanguis (blood): old humor theory tied blood tone to confident optimism.
Satiate,sound_spelling,Satisfy ate - you ate enough to satisfy brutal hunger.
Scathing,sound_spelling,Scalding - a review that scalds; harshly critical.
Scintillating,sound_spelling,Sparkling - wit and energy sparkling like champagne bubbles.
Scrupulous,sound_spelling,Scrap - checking every scrap because honesty demands perfect detail.
Scurrilous,sound_spelling,Scurry - ugly rumors that make the target want to scurry away.
Sedentary,morphology,"""sed"" (sit) = life spent sitting; little movement."
Semaphore,,
Seminal,morphology,"""semin"" (seed) = a seed idea that spawns a whole field of later work."
Sensual,,
Sensuous,,
Serendipity,etymology_story,"Walpole coined it from ""The Three Princes of Serendip"" - lucky finds by accident."
Serene,,
Servile,morphology,"""serv"" (serve/slave) = groveling, excessively submissive."
Sinuous,sound_spelling,Sinus - a road winding like sinus passages; serpentine curves.
Sobriety,,
Solicitous,sound_spelling,Sole - hovering over whether your shoe sole is hurting your foot.
Solipsistic,morphology,"""solus"" (alone) + ""ipse"" (self) = the world is only ""me"" in your mind."
Soluble,,
Solvent,sound_spelling,Solve rent - cash flow strong enough to solve rent and pay debts.
Somnolent,morphology,"""somn"" (sleep) = drowsy, ready to nod off."
Sophomoric,sound_spelling,"Sophomore - acting like a cocky, immature sophomore."
Sovereign,,
Speculative,,
Spurious,sound_spelling,Furious - the judge furious at evidence that is clearly fake.
Stagnate,,
Staid,sound_spelling,"Stayed - so staid they stayed home; serious, steady, unflashy."
Stingy,,
Stoic,etymology_story,From the Stoa Poikile porch where Zeno taught - endure pain without theatrics.
Stolid,sound_spelling,Solid - emotionally solid like a brick wall; unmovable.
Strenuous,,
Strident,sound_spelling,Trident - noise as harsh as a trident slammed into stone.
Stupefy,sound_spelling,Stupid - shocked stupid; brain freezes for a moment.
Subjugate,morphology,"""sub"" (under) + ""jugum"" (yoke) = bring a people under your yoke."
Sublime,,
Submissive,,
Succinct,sound_spelling,Sucked in - speech with extra words sucked in; tight and brief.
Superfluous,morphology,"""super"" (over) + ""flu"" (flow) = extra detail flowing over the brim."
Surfeit,sound_spelling,Surf it - so many waves you cannot surf them all; excess.
Surmise,sound_spelling,"Summarize - guess the whole plot from scraps, like forced summarizing."
Surreptitious,sound_spelling,Syrup - pouring extra syrup when nobody is watching.
Surrogate,,
Swarthy,sound_spelling,"Weather-line - outdoor life etched into complexion (literary ""swarth"" tones)."
Sycophant,sound_spelling,Psyche + fawn - flatters power to win favor; a professional bootlicker.
Tacit,sound_spelling,Take it - a silent deal where everyone takes it and says nothing.
Taciturn,morphology,"""tacit"" (silent) = habitually quiet; not chatty."
Tangential,sound_spelling,Tangent - barely grazing the topic; flies off on a tangent.
Tantamount,sound_spelling,Total amount - equivalent in seriousness or value to another total.
Tedious,,
Temerity,sound_spelling,Team error - reckless nerve to blame the whole team error on the boss.
Temperance,,
Tenable,morphology,"""tenere"" (hold) = an argument you can hold up under scrutiny."
Tenuous,sound_spelling,Ten percent grip - holding the rope by the thinnest tenth; shaky.
Terrestrial,,
Timorous,sound_spelling,Tremble - timid and trembling like a frightened mouse.
Tirade,sound_spelling,Tired - a long angry speech that leaves everyone tired.
Toady,sound_spelling,Toad - creeping praise like a toad at the tyrant's foot.
Tome,sound_spelling,Tomb - a huge tome as heavy as a tombstone.
Torpid,sound_spelling,Torpedo - floating sluggish like a torpedo before launch.
Torrid,sound_spelling,Tear it - passion so hot it tears at restraint; scorching heat.
Tortuous,sound_spelling,Torture - path so twisting it feels like torture to navigate.
Tractable,morphology,"""tract"" (lead/manage) = easy to lead; docile and manageable."
Tranquil,,
Transgress,morphology,"""trans"" (across) + ""gress"" (step) = step across a moral line you should not."
Transient,morphology,"""trans"" (across) + ""ire"" (go) = passing through; not staying long."
Transmute,morphology,"""trans"" (across) + ""mut"" (change) = change something into another substance."
Travesty,sound_spelling,Tragedy - a mockery of justice so bad it is a tragedy.
Tremulous,sound_spelling,Tremble - voice trembling from fear.
Trenchant,sound_spelling,Trench - criticism that cuts a deep trench.
Trepidation,sound_spelling,Trap - dread that you are walking into a trap.
Trite,sound_spelling,Tripe - an idea as tired as cheap tripe.
Truculent,sound_spelling,Truck - aggressive like a truck ready to run you down.
Truncate,sound_spelling,Trunk - chop at the trunk to shorten the tree.
Turgid,sound_spelling,"Turgid = swollen - bloated language or tissue, overstuffed and heavy (not muddy/turbid)."
Turpitude,sound_spelling,Moral filth - conduct courts label crimes of moral turpitude; deep baseness.
Ubiquitous,morphology,"""ubique"" (everywhere) = showing up everywhere at once."
Umbrage,morphology,"""umbr"" (shadow) = take offense as if a disrespectful shadow fell on you."
Uncanny,,
Unctuous,sound_spelling,"Oil-on-tone - flattery so smooth it feels greasy; slick, insincere charm."
Undulate,sound_spelling,Undulate - waves moving under the surface in smooth rolls.
Upbraid,sound_spelling,Braid - scolding someone for ruining your careful braid.
Usurp,sound_spelling,Use up - seize power to use up what is left of the kingdom.
Utilitarian,,
Utopia,etymology_story,"More coined ""Utopia"" from ou + topos (""no place"") - a perfect society that cannot exist."
Vacillate,sound_spelling,Vase - wavering forever between two vases you cannot choose.
Vacuous,morphology,"""vac"" (empty) = empty behind the eyes; mindless."
Validate,,
Vapid,sound_spelling,Vapor - remark so dull it evaporates like vapor.
Variegated,morphology,"""varius"" (various) = patched with varied colors or tones."
Vehemently,sound_spelling,Vehicle - yelling with full heat at the car that cut you off.
Veneer,,
Venerable,morphology,"""venerari"" (respect) = worthy of reverence for age, dignity, or achievement."
Venerate,sound_spelling,Revere-plus - honor deeply as if before something sacred (same family as reverent).
Veracity,morphology,"""ver"" (truth) = truthfulness you can stake a claim on."
Verbose,morphology,"""verb"" (word) = padded with too many words; talky and windy."
Verdant,morphology,"""virid"" (green) = green with lush growth."
Vestige,sound_spelling,Vest - only a ripped old vest remains as a trace of the wreck.
Vex,sound_spelling,Hex - annoy someone as if you cast a petty hex on them.
Vicarious,sound_spelling,Borrowed thrill - living someone else's excitement secondhand.
Vicissitude,,
Vigilant,,
Vilify,morphology,"""vilis"" (vile) + ""-fy"" (make) = talk someone into looking vile."
Vindicate,morphology,Vindicare-show the accusation was false; clear a ruined name.
Vindictive,sound_spelling,Victim - wanting the other side to become your suffering victim.
Virtuoso,,
Viscous,sound_spelling,"Viscosity - thick, sticky, slow to pour."
Vitriolic,sound_spelling,Vitriol - words as burning as strong acid.
Vituperate,sound_spelling,Viper - hissing insults with viper venom.
Vivacious,morphology,"""viv"" (life) = lively, bubbling with life."
Vocation,morphology,"""voc"" (call) = a career that feels like a calling."
Vociferous,morphology,"""voc"" (voice) + ""ferre"" (carry) = carrying a loud voice into the room."
Wallow,,
Wane,sound_spelling,Wayne - Wayne Enterprises lights dimming as Bruce fades after a brutal night.
Wanton,sound_spelling,Wonton - wanton waste of a whole bowl of wonton soup on purpose; reckless malice.
Whimsical,,
Wily,sound_spelling,Wile E. - cunning traps and scams like the cartoon coyote.
Winsome,sound_spelling,Win some - charm that wins some hearts instantly.
Wistful,sound_spelling,Wishful - nostalgia colored by sad wishful longing.
Wizened,sound_spelling,Wizard - face wizened like a storybook wizard: shriveled and lined.
Wrath,,
Yoke,,
Zealous,sound_spelling,Jealous - fire of a jealous lover turned toward a cause; fiercely devoted.
Zenith,sound_spelling,"Zenith tip - apex of the arc (sun at noon); your highest point, not the bottom below."
Zephyr,sound_spelling,Zero fear - breeze so gentle it gives you zero fear of a storm.
